Actual_Status,PD,Credit_Score,Optimal_Threshold,Max_Expected_Profit,PSI_Score
1,0.6315706031852831,471,505.55555555555554,41000,0.010090838508007457
0,0.6678614851512649,466,505.55555555555554,41000,0.010090838508007457
0,0.8178957655937203,443,505.55555555555554,41000,0.010090838508007457
0,0.46948336910991106,490,505.55555555555554,41000,0.010090838508007457
0,0.2515877323878843,518,505.55555555555554,41000,0.010090838508007457
0,0.6045638164637708,474,505.55555555555554,41000,0.010090838508007457
0,0.30259557124807335,511,505.55555555555554,41000,0.010090838508007457
0,0.4924418739318172,487,505.55555555555554,41000,0.010090838508007457
0,0.2799446329226957,514,505.55555555555554,41000,0.010090838508007457
0,0.2994503623527051,511,505.55555555555554,41000,0.010090838508007457
0,0.3846930170693538,500,505.55555555555554,41000,0.010090838508007457
1,0.7510241014195375,455,505.55555555555554,41000,0.010090838508007457
0,0.37462673234165966,501,505.55555555555554,41000,0.010090838508007457
1,0.8384029627475528,439,505.55555555555554,41000,0.010090838508007457
1,0.7993204835418259,447,505.55555555555554,41000,0.010090838508007457
1,0.5983235254649883,475,505.55555555555554,41000,0.010090838508007457
0,0.21896639087820519,523,505.55555555555554,41000,0.010090838508007457
0,0.2035779753541495,526,505.55555555555554,41000,0.010090838508007457
1,0.6239485639631982,472,505.55555555555554,41000,0.010090838508007457
0,0.5291870628570485,483,505.55555555555554,41000,0.010090838508007457
0,0.3241034832594607,508,505.55555555555554,41000,0.010090838508007457
1,0.6320532202339948,471,505.55555555555554,41000,0.010090838508007457
0,0.27263917245328384,515,505.55555555555554,41000,0.010090838508007457
0,0.15221434989346513,536,505.55555555555554,41000,0.010090838508007457
0,0.17330104409129946,532,505.55555555555554,41000,0.010090838508007457
1,0.753065626909116,454,505.55555555555554,41000,0.010090838508007457
0,0.7137345062147449,460,505.55555555555554,41000,0.010090838508007457
0,0.7696109191931478,452,505.55555555555554,41000,0.010090838508007457
0,0.28052984222472677,514,505.55555555555554,41000,0.010090838508007457
0,0.4235914096617848,496,505.55555555555554,41000,0.010090838508007457
0,0.3488624600297168,505,505.55555555555554,41000,0.010090838508007457
0,0.4680803030527735,490,505.55555555555554,41000,0.010090838508007457
1,0.4592403078908049,491,505.55555555555554,41000,0.010090838508007457
0,0.3880860091762786,500,505.55555555555554,41000,0.010090838508007457
0,0.4037394267082298,498,505.55555555555554,41000,0.010090838508007457
0,0.4832991805734445,489,505.55555555555554,41000,0.010090838508007457
0,0.6970654622573811,463,505.55555555555554,41000,0.010090838508007457
0,0.3562646264874674,504,505.55555555555554,41000,0.010090838508007457
0,0.2888173887806635,513,505.55555555555554,41000,0.010090838508007457
1,0.7701451779893633,452,505.55555555555554,41000,0.010090838508007457
0,0.5205363496444385,484,505.55555555555554,41000,0.010090838508007457
0,0.14339072901290503,538,505.55555555555554,41000,0.010090838508007457
0,0.5915197417742022,476,505.55555555555554,41000,0.010090838508007457
0,0.33428839450084175,506,505.55555555555554,41000,0.010090838508007457
0,0.3537912556584695,504,505.55555555555554,41000,0.010090838508007457
0,0.36287197931477716,503,505.55555555555554,41000,0.010090838508007457
1,0.785195498539484,449,505.55555555555554,41000,0.010090838508007457
1,0.49901802824408226,487,505.55555555555554,41000,0.010090838508007457
1,0.4029224026969418,498,505.55555555555554,41000,0.010090838508007457
0,0.40827895792263397,497,505.55555555555554,41000,0.010090838508007457
1,0.7181813296507953,460,505.55555555555554,41000,0.010090838508007457
0,0.2542871006031887,518,505.55555555555554,41000,0.010090838508007457
0,0.5454152504073835,481,505.55555555555554,41000,0.010090838508007457
1,0.7250796928403092,459,505.55555555555554,41000,0.010090838508007457
0,0.23964413048521677,520,505.55555555555554,41000,0.010090838508007457
0,0.47905769306862855,489,505.55555555555554,41000,0.010090838508007457
0,0.6400391871766922,470,505.55555555555554,41000,0.010090838508007457
1,0.7628589966343766,453,505.55555555555554,41000,0.010090838508007457
0,0.7014495285577208,462,505.55555555555554,41000,0.010090838508007457
0,0.36462298616509325,503,505.55555555555554,41000,0.010090838508007457
0,0.3774971158446253,501,505.55555555555554,41000,0.010090838508007457
1,0.7155267580523428,460,505.55555555555554,41000,0.010090838508007457
1,0.5583405192352058,480,505.55555555555554,41000,0.010090838508007457
0,0.06869887176619043,562,505.55555555555554,41000,0.010090838508007457
0,0.47989365804484385,489,505.55555555555554,41000,0.010090838508007457
0,0.5970335567043351,475,505.55555555555554,41000,0.010090838508007457
0,0.25688881003523567,517,505.55555555555554,41000,0.010090838508007457
0,0.7410229367410296,456,505.55555555555554,41000,0.010090838508007457
0,0.5212269765915528,484,505.55555555555554,41000,0.010090838508007457
1,0.38121574383752793,501,505.55555555555554,41000,0.010090838508007457
0,0.639876161508082,470,505.55555555555554,41000,0.010090838508007457
0,0.2929913988212401,512,505.55555555555554,41000,0.010090838508007457
0,0.32357095689874643,508,505.55555555555554,41000,0.010090838508007457
0,0.5524807838024841,481,505.55555555555554,41000,0.010090838508007457
0,0.5042911299738666,486,505.55555555555554,41000,0.010090838508007457
1,0.5179296125432205,485,505.55555555555554,41000,0.010090838508007457
1,0.5654639960902641,479,505.55555555555554,41000,0.010090838508007457
0,0.45510453607554546,492,505.55555555555554,41000,0.010090838508007457
1,0.33234655062733004,507,505.55555555555554,41000,0.010090838508007457
1,0.5376584794234139,482,505.55555555555554,41000,0.010090838508007457
0,0.39096238534543726,499,505.55555555555554,41000,0.010090838508007457
0,0.5398696353543292,482,505.55555555555554,41000,0.010090838508007457
0,0.3059718659151914,510,505.55555555555554,41000,0.010090838508007457
0,0.479182344894378,489,505.55555555555554,41000,0.010090838508007457
0,0.26809837877648385,516,505.55555555555554,41000,0.010090838508007457
1,0.7055525758600876,461,505.55555555555554,41000,0.010090838508007457
1,0.8014450054933585,446,505.55555555555554,41000,0.010090838508007457
1,0.8656632998950906,433,505.55555555555554,41000,0.010090838508007457
0,0.41284413376304596,497,505.55555555555554,41000,0.010090838508007457
0,0.40930705470591205,497,505.55555555555554,41000,0.010090838508007457
0,0.49427543342627406,487,505.55555555555554,41000,0.010090838508007457
0,0.30049278857072576,511,505.55555555555554,41000,0.010090838508007457
1,0.8758086538475467,430,505.55555555555554,41000,0.010090838508007457
0,0.7351782625633749,457,505.55555555555554,41000,0.010090838508007457
0,0.1739675851225445,532,505.55555555555554,41000,0.010090838508007457
0,0.2708906805565813,515,505.55555555555554,41000,0.010090838508007457
0,0.3077020300652627,510,505.55555555555554,41000,0.010090838508007457
0,0.6634999101921086,467,505.55555555555554,41000,0.010090838508007457
1,0.8505868076762416,436,505.55555555555554,41000,0.010090838508007457
1,0.7411684578187067,456,505.55555555555554,41000,0.010090838508007457
0,0.20187146098879677,526,505.55555555555554,41000,0.010090838508007457
1,0.37282302978296317,502,505.55555555555554,41000,0.010090838508007457
1,0.363695104712241,503,505.55555555555554,41000,0.010090838508007457
0,0.24317032812003303,519,505.55555555555554,41000,0.010090838508007457
0,0.3461655484464746,505,505.55555555555554,41000,0.010090838508007457
0,0.4173860090254492,496,505.55555555555554,41000,0.010090838508007457
0,0.3479018216356023,505,505.55555555555554,41000,0.010090838508007457
0,0.6180977867072088,473,505.55555555555554,41000,0.010090838508007457
0,0.49993820629102614,487,505.55555555555554,41000,0.010090838508007457
1,0.7484843033103865,455,505.55555555555554,41000,0.010090838508007457
1,0.815373849795159,444,505.55555555555554,41000,0.010090838508007457
0,0.3759774471999124,501,505.55555555555554,41000,0.010090838508007457
0,0.6311844866630063,471,505.55555555555554,41000,0.010090838508007457
0,0.21032784266517593,525,505.55555555555554,41000,0.010090838508007457
0,0.4841111600668293,488,505.55555555555554,41000,0.010090838508007457
0,0.6207458769267898,472,505.55555555555554,41000,0.010090838508007457
1,0.5398642646733347,482,505.55555555555554,41000,0.010090838508007457
1,0.35241864504065495,504,505.55555555555554,41000,0.010090838508007457
0,0.4048928851341541,498,505.55555555555554,41000,0.010090838508007457
0,0.4643660863885833,491,505.55555555555554,41000,0.010090838508007457
0,0.47012869751155384,490,505.55555555555554,41000,0.010090838508007457
0,0.5130735738570339,485,505.55555555555554,41000,0.010090838508007457
0,0.4168343034415756,496,505.55555555555554,41000,0.010090838508007457
0,0.5515979979937035,481,505.55555555555554,41000,0.010090838508007457
1,0.6428928006964209,470,505.55555555555554,41000,0.010090838508007457
1,0.38798240065890244,500,505.55555555555554,41000,0.010090838508007457
1,0.7336636370625905,457,505.55555555555554,41000,0.010090838508007457
0,0.18584213349921502,529,505.55555555555554,41000,0.010090838508007457
0,0.22746204994685362,522,505.55555555555554,41000,0.010090838508007457
0,0.30013734797974295,511,505.55555555555554,41000,0.010090838508007457
0,0.47822622236827234,489,505.55555555555554,41000,0.010090838508007457
1,0.40775076030236446,497,505.55555555555554,41000,0.010090838508007457
1,0.4558054099578838,492,505.55555555555554,41000,0.010090838508007457
0,0.28287597586921664,513,505.55555555555554,41000,0.010090838508007457
0,0.5423305374300049,482,505.55555555555554,41000,0.010090838508007457
0,0.31145179562287595,510,505.55555555555554,41000,0.010090838508007457
1,0.6162697243471118,473,505.55555555555554,41000,0.010090838508007457
0,0.24059762467397114,520,505.55555555555554,41000,0.010090838508007457
0,0.5436068699676596,482,505.55555555555554,41000,0.010090838508007457
0,0.556394739982696,480,505.55555555555554,41000,0.010090838508007457
1,0.5949924884592391,476,505.55555555555554,41000,0.010090838508007457
0,0.5774572212802086,478,505.55555555555554,41000,0.010090838508007457
1,0.7179189620638589,460,505.55555555555554,41000,0.010090838508007457
0,0.24990254451884436,518,505.55555555555554,41000,0.010090838508007457
0,0.4161651560968741,496,505.55555555555554,41000,0.010090838508007457
1,0.7444239560614417,456,505.55555555555554,41000,0.010090838508007457
0,0.4185173351821058,496,505.55555555555554,41000,0.010090838508007457
0,0.32568328299041943,508,505.55555555555554,41000,0.010090838508007457
1,0.6979762260000549,462,505.55555555555554,41000,0.010090838508007457
1,0.6963209472055771,463,505.55555555555554,41000,0.010090838508007457
0,0.20166173640063456,526,505.55555555555554,41000,0.010090838508007457
0,0.7079575354768477,461,505.55555555555554,41000,0.010090838508007457
0,0.30976537128263487,510,505.55555555555554,41000,0.010090838508007457
1,0.5674753166976434,479,505.55555555555554,41000,0.010090838508007457
0,0.2239130096172774,522,505.55555555555554,41000,0.010090838508007457
0,0.616155495490909,473,505.55555555555554,41000,0.010090838508007457
0,0.5976619381625646,475,505.55555555555554,41000,0.010090838508007457
0,0.2849430696447723,513,505.55555555555554,41000,0.010090838508007457
0,0.5057826464651883,486,505.55555555555554,41000,0.010090838508007457
1,0.5636496062875789,479,505.55555555555554,41000,0.010090838508007457
1,0.6599267385762648,467,505.55555555555554,41000,0.010090838508007457
0,0.2607094353124099,517,505.55555555555554,41000,0.010090838508007457
1,0.6344036012332558,471,505.55555555555554,41000,0.010090838508007457
0,0.7734920741648792,451,505.55555555555554,41000,0.010090838508007457
0,0.501354759227096,486,505.55555555555554,41000,0.010090838508007457
1,0.5640221558568662,479,505.55555555555554,41000,0.010090838508007457
0,0.2769612351083723,514,505.55555555555554,41000,0.010090838508007457
0,0.6295097587684153,471,505.55555555555554,41000,0.010090838508007457
0,0.22349424517615177,523,505.55555555555554,41000,0.010090838508007457
0,0.7283186957206504,458,505.55555555555554,41000,0.010090838508007457
0,0.30856211518292925,510,505.55555555555554,41000,0.010090838508007457
0,0.39997875934915994,498,505.55555555555554,41000,0.010090838508007457
0,0.5525638502349078,481,505.55555555555554,41000,0.010090838508007457
0,0.30970490763142794,510,505.55555555555554,41000,0.010090838508007457
0,0.29099668663686107,512,505.55555555555554,41000,0.010090838508007457
0,0.40802391764215734,497,505.55555555555554,41000,0.010090838508007457
0,0.39206968631339056,499,505.55555555555554,41000,0.010090838508007457
0,0.19758533709898082,527,505.55555555555554,41000,0.010090838508007457
0,0.5412528129958102,482,505.55555555555554,41000,0.010090838508007457
1,0.7640001045279856,453,505.55555555555554,41000,0.010090838508007457
0,0.42456127083963724,495,505.55555555555554,41000,0.010090838508007457
0,0.26487208277450036,516,505.55555555555554,41000,0.010090838508007457
0,0.23953008666671266,520,505.55555555555554,41000,0.010090838508007457
0,0.2789800714243408,514,505.55555555555554,41000,0.010090838508007457
0,0.42879191582549514,495,505.55555555555554,41000,0.010090838508007457
1,0.2673229371658017,516,505.55555555555554,41000,0.010090838508007457
1,0.6728414755692825,466,505.55555555555554,41000,0.010090838508007457
0,0.298820491494851,511,505.55555555555554,41000,0.010090838508007457
0,0.3173328571223474,509,505.55555555555554,41000,0.010090838508007457
0,0.25191547323018265,518,505.55555555555554,41000,0.010090838508007457
1,0.27533367491498356,515,505.55555555555554,41000,0.010090838508007457
0,0.63930042478948,470,505.55555555555554,41000,0.010090838508007457
1,0.6087874360137774,474,505.55555555555554,41000,0.010090838508007457
1,0.5031270490314977,486,505.55555555555554,41000,0.010090838508007457
1,0.22727343618670334,522,505.55555555555554,41000,0.010090838508007457
0,0.3807480498033623,501,505.55555555555554,41000,0.010090838508007457
1,0.8426821416680212,438,505.55555555555554,41000,0.010090838508007457
0,0.7270878574165798,458,505.55555555555554,41000,0.010090838508007457
0,0.6395975329148208,470,505.55555555555554,41000,0.010090838508007457
0,0.44136833159037614,493,505.55555555555554,41000,0.010090838508007457
